image_id,file_name,ours_f1,ours_mean_iou,ours_precision,ours_recall,ours_fp,ours_fn,yolo_f1,yolo_mean_iou,yolo_precision,yolo_recall,yolo_fp,yolo_fn
3001238,3001238.TIF,0.933,0.892,0.955,0.913,2,4,0.899,0.899,0.930,0.870,3,6
3001239,3001239.TIF,0.960,0.898,0.980,0.941,1,3,0.928,0.911,0.978,0.882,1,6
3001240,3001240.TIF,0.889,0.916,0.909,0.870,2,3,0.933,0.891,0.955,0.913,1,2
3001245,3001245.TIF,0.750,0.812,0.706,0.800,5,3,0.621,0.779,0.643,0.600,5,6
3001246,3001246.TIF,0.857,0.826,0.818,0.900,2,1,0.632,0.745,0.667,0.600,3,4
3001247,3001247.TIF,0.875,0.813,0.824,0.933,3,1,0.815,0.801,0.917,0.733,1,4
3001248,3001248.TIF,0.929,0.869,1.000,0.867,0,12,0.906,0.839,0.963,0.856,3,13
3001249,3001249.TIF,0.926,0.849,0.900,0.955,7,3,0.925,0.837,0.912,0.939,6,4
3001250,3001250.TIF,0.921,0.880,0.990,0.861,1,16,0.912,0.851,0.980,0.852,2,17
3001251,3001251.TIF,0.922,0.888,1.000,0.855,0,17,0.903,0.858,0.980,0.838,2,19
3001252,3001252.TIF,0.947,0.888,0.947,0.947,5,5,0.923,0.855,0.900,0.947,10,5
3001253,3001253.TIF,0.873,0.876,0.889,0.857,6,8,0.875,0.833,0.875,0.875,7,7
3001254,3001254.TIF,0.000,0.000,0.000,0.000,0,1,0.000,0.000,0.000,0.000,0,1
3001255,3001255.TIF,0.872,0.867,0.810,0.944,4,1,0.865,0.847,0.842,0.889,3,2
3001256,3001256.TIF,0.946,0.885,0.978,0.916,2,8,0.912,0.860,0.954,0.874,4,12
3001257,3001257.TIF,0.970,0.873,0.980,0.961,1,2,0.929,0.855,0.958,0.902,2,5
3001258,3001258.TIF,0.921,0.896,0.906,0.935,3,2,0.931,0.900,1.000,0.871,0,4
3001260,3001260.TIF,0.952,0.879,0.909,1.000,1,0,1.000,0.853,1.000,1.000,0,0
3001261,3001261.TIF,0.870,0.890,0.833,0.909,2,1,0.952,0.859,1.000,0.909,0,1
3001262,3001262.TIF,0.333,0.940,0.333,0.333,2,2,0.800,0.728,1.000,0.667,0,1
3001267,3001267.TIF,1.000,0.749,1.000,1.000,0,0,1.000,0.768,1.000,1.000,0,0
3001268,3001268.TIF,1.000,0.913,1.000,1.000,0,0,1.000,0.846,1.000,1.000,0,0
3001269,3001269.TIF,0.918,0.860,0.905,0.931,7,5,0.892,0.828,0.868,0.917,10,6
3001270,3001270.TIF,0.891,0.852,0.980,0.817,2,22,0.873,0.845,0.960,0.800,4,24
3001271,3001271.TIF,0.916,0.871,0.939,0.894,6,11,0.912,0.859,0.930,0.894,7,11
3001272,3001272.TIF,0.880,0.897,0.990,0.792,1,26,0.880,0.861,0.990,0.792,1,26
3001273,3001273.TIF,0.892,0.894,0.990,0.811,1,23,0.883,0.868,0.980,0.803,2,24
3001274,3001274.TIF,0.901,0.891,1.000,0.820,0,22,0.901,0.862,1.000,0.820,0,22
3001275,3001275.TIF,0.950,0.864,0.980,0.923,1,4,0.900,0.834,0.938,0.865,3,7
3001276,3001276.TIF,0.000,0.000,0.000,0.000,0,1,0.000,0.000,0.000,0.000,0,1
3001277,3001277.TIF,0.915,0.851,0.956,0.878,2,6,0.894,0.828,0.933,0.857,3,7
3001278,3001278.TIF,0.913,0.886,1.000,0.840,0,19,0.904,0.857,0.990,0.832,1,20
3001279,3001279.TIF,0.957,0.875,0.987,0.928,1,6,0.933,0.871,0.950,0.916,4,7
3001280,3001280.TIF,0.939,0.887,0.939,0.939,2,2,0.954,0.877,0.969,0.939,1,2
3001285,3001285.TIF,1.000,0.896,1.000,1.000,0,0,1.000,0.693,1.000,1.000,0,0
3001287,3001287.TIF,1.000,0.853,1.000,1.000,0,0,1.000,0.890,1.000,1.000,0,0
3001288,3001288.TIF,0.964,0.880,0.931,1.000,2,0,0.963,0.875,0.963,0.963,1,1
3001289,3001289.TIF,0.929,0.872,0.963,0.897,1,3,0.873,0.865,0.923,0.828,2,5
3001290,3001290.TIF,0.959,0.862,0.983,0.937,1,4,0.943,0.859,0.967,0.921,2,5
3001291,3001291.TIF,0.917,0.872,0.940,0.895,6,11,0.937,0.848,0.960,0.914,4,9
3001292,3001292.TIF,0.917,0.863,1.000,0.847,0,18,0.899,0.846,0.980,0.831,2,20
3001293,3001293.TIF,0.942,0.882,0.970,0.915,3,9,0.922,0.857,0.950,0.896,5,11
3001294,3001294.TIF,0.970,0.889,0.980,0.961,2,4,0.970,0.867,0.980,0.961,2,4
3001295,3001295.TIF,0.964,0.891,1.000,0.931,0,7,0.964,0.876,0.990,0.941,1,6
3001296,3001296.TIF,0.944,0.892,0.979,0.911,2,9,0.934,0.874,0.958,0.911,4,9
3001297,3001297.TIF,0.826,0.867,0.905,0.760,4,12,0.800,0.853,0.900,0.720,4,14
3001298,3001298.TIF,0.800,0.940,0.667,1.000,2,0,0.889,0.860,0.800,1.000,1,0
3001299,3001299.TIF,0.964,0.872,0.971,0.957,2,3,0.950,0.844,0.944,0.957,4,3
3001300,3001300.TIF,0.909,0.885,1.000,0.833,0,20,0.891,0.859,0.980,0.817,2,22
3001301,3001301.TIF,0.905,0.889,1.000,0.826,0,21,0.896,0.867,0.990,0.818,1,22
3001302,3001302.TIF,0.966,0.885,0.933,1.000,3,0,0.940,0.879,0.951,0.929,2,3
3001307,3001307.TIF,1.000,0.863,1.000,1.000,0,0,1.000,0.599,1.000,1.000,0,0
3001308,3001308.TIF,1.000,0.900,1.000,1.000,0,0,0.909,0.839,0.833,1.000,1,0
3001309,3001309.TIF,0.944,0.889,0.962,0.927,2,4,0.963,0.877,0.981,0.945,1,3
3001310,3001310.TIF,0.934,0.895,0.990,0.884,1,13,0.943,0.884,1.000,0.893,0,12
3001311,3001311.TIF,0.870,0.886,1.000,0.769,0,30,0.870,0.871,1.000,0.769,0,30
3001312,3001312.TIF,0.897,0.875,0.960,0.842,4,18,0.907,0.875,0.970,0.851,3,17
3001313,3001313.TIF,0.916,0.879,0.935,0.897,6,10,0.933,0.860,0.929,0.938,7,6
3001314,3001314.TIF,0.910,0.862,0.915,0.905,8,9,0.890,0.868,0.885,0.895,11,10
3001315,3001315.TIF,0.926,0.867,0.932,0.920,5,6,0.899,0.861,0.905,0.893,7,8
3001316,3001316.TIF,1.000,0.839,1.000,1.000,0,0,1.000,0.834,1.000,1.000,0,0
3001317,3001317.TIF,0.947,0.920,1.000,0.900,0,1,0.947,0.909,1.000,0.900,0,1
3001318,3001318.TIF,0.974,0.896,0.987,0.961,1,3,0.980,0.862,0.987,0.974,1,2
3001319,3001319.TIF,0.902,0.874,0.902,0.902,5,5,0.893,0.827,0.885,0.902,6,5
3001320,3001320.TIF,0.943,0.861,0.917,0.971,3,1,0.955,0.860,0.970,0.941,1,2
3001321,3001321.TIF,0.971,0.866,0.990,0.952,1,5,0.951,0.858,0.970,0.933,3,7
3001322,3001322.TIF,0.950,0.870,0.970,0.932,3,7,0.946,0.847,0.960,0.932,4,7
3001323,3001323.TIF,0.934,0.888,0.990,0.884,1,13,0.925,0.862,0.980,0.875,2,14
3001324,3001324.TIF,0.938,0.886,0.946,0.930,3,4,0.897,0.874,0.881,0.912,7,5
3001329,3001329.TIF,1.000,0.850,1.000,1.000,0,0,0.857,0.795,1.000,0.750,0,1
3001330,3001330.TIF,0.920,0.881,0.976,0.870,1,6,0.978,0.845,1.000,0.957,0,2
3001331,3001331.TIF,0.949,0.880,0.989,0.912,1,9,0.933,0.862,0.978,0.892,2,11
3001332,3001332.TIF,0.913,0.886,1.000,0.840,0,19,0.886,0.862,0.970,0.815,3,22
3001333,3001333.TIF,0.921,0.878,0.990,0.861,1,16,0.902,0.880,0.970,0.843,3,18
3001334,3001334.TIF,0.930,0.899,1.000,0.869,0,11,0.911,0.879,0.973,0.857,2,12
3001335,3001335.TIF,0.927,0.883,0.969,0.888,3,12,0.937,0.878,0.980,0.897,2,11
3001336,3001336.TIF,0.892,0.869,0.902,0.883,9,11,0.870,0.876,0.889,0.851,10,14
3001337,3001337.TIF,0.939,0.877,0.954,0.925,3,5,0.925,0.875,0.925,0.925,5,5
3001339,3001339.TIF,0.750,0.865,0.600,1.000,4,0,0.615,0.840,0.571,0.667,3,2
3001340,3001340.TIF,0.915,0.905,0.952,0.881,3,8,0.925,0.866,0.925,0.925,5,5
3001341,3001341.TIF,0.933,0.896,0.972,0.897,1,4,0.883,0.872,0.895,0.872,4,5
3001342,3001342.TIF,0.976,0.870,0.952,1.000,1,0,0.974,0.863,1.000,0.950,0,1
3001343,3001343.TIF,0.943,0.883,1.000,0.892,0,9,0.928,0.880,0.928,0.928,6,6
3001344,3001344.TIF,0.880,0.874,0.857,0.904,11,7,0.865,0.835,0.897,0.836,7,12
3001345,3001345.TIF,0.902,0.877,0.892,0.914,9,7,0.906,0.848,0.923,0.889,6,9
3001346,3001346.TIF,0.922,0.894,0.959,0.887,2,6,0.911,0.876,0.958,0.868,2,7
3001347,3001347.TIF,1.000,0.824,1.000,1.000,0,0,1.000,0.818,1.000,1.000,0,0
3001350,3001350.TIF,0.889,0.874,0.800,1.000,2,0,0.889,0.871,0.800,1.000,2,0
3001351,3001351.TIF,0.916,0.885,0.938,0.896,4,7,0.962,0.841,0.970,0.955,2,3
3001352,3001352.TIF,0.933,0.876,0.954,0.912,4,8,0.944,0.839,0.955,0.934,4,6
3001353,3001353.TIF,0.926,0.894,1.000,0.862,0,16,0.926,0.860,1.000,0.862,0,16
3001354,3001354.TIF,0.958,0.881,0.986,0.932,1,5,0.965,0.845,0.986,0.945,1,4
3001355,3001355.TIF,0.933,0.903,0.955,0.913,2,4,0.921,0.874,0.953,0.891,2,5
3001356,3001356.TIF,0.928,0.888,0.985,0.877,1,9,0.912,0.890,0.984,0.849,1,11
3001357,3001357.TIF,0.928,0.886,0.970,0.889,3,12,0.942,0.875,0.990,0.898,1,11
3001358,3001358.TIF,0.950,0.884,0.966,0.934,3,6,0.951,0.881,0.936,0.967,6,3
3001359,3001359.TIF,0.901,0.857,0.952,0.855,3,10,0.868,0.877,0.933,0.812,4,13
3001361,3001361.TIF,0.935,0.888,0.906,0.967,3,1,0.915,0.896,0.931,0.900,2,3
3001362,3001362.TIF,0.899,0.901,0.961,0.845,2,9,0.926,0.879,1.000,0.862,0,8
3001363,3001363.TIF,0.926,0.892,1.000,0.862,0,4,0.964,0.888,1.000,0.931,0,2
3001364,3001364.TIF,0.962,0.914,1.000,0.926,0,2,0.981,0.895,1.000,0.963,0,1
3001365,3001365.TIF,0.963,0.880,0.985,0.942,1,4,0.940,0.883,0.969,0.913,2,6
3001366,3001366.TIF,0.778,0.885,0.840,0.724,4,8,0.745,0.866,0.864,0.655,3,10
3001367,3001367.TIF,0.800,0.827,0.714,0.909,4,1,0.522,0.822,0.500,0.545,6,5
3001368,3001368.TIF,0.914,0.858,0.889,0.941,2,1,0.872,0.831,0.773,1.000,5,0
3001369,3001369.TIF,0.889,0.902,0.800,1.000,1,0,0.889,0.794,0.800,1.000,1,0
3001371,3001371.TIF,1.000,0.932,1.000,1.000,0,0,0.857,0.832,0.750,1.000,1,0
3001372,3001372.TIF,0.949,0.878,0.949,0.949,4,4,0.942,0.850,0.948,0.936,4,5
3001373,3001373.TIF,0.907,0.887,0.917,0.898,8,10,0.909,0.856,0.900,0.918,10,8
3001374,3001374.TIF,0.909,0.882,0.962,0.862,3,12,0.904,0.849,0.949,0.862,4,12
3001375,3001375.TIF,0.934,0.882,0.990,0.884,1,13,0.943,0.856,1.000,0.893,0,12
3001376,3001376.TIF,0.935,0.889,0.923,0.947,3,2,0.933,0.848,0.946,0.921,2,3
3001377,3001377.TIF,0.949,0.872,0.959,0.940,2,3,0.931,0.852,0.922,0.940,4,3
3001378,3001378.TIF,0.921,0.880,0.891,0.953,5,2,0.894,0.847,0.905,0.884,4,5
3001379,3001379.TIF,0.883,0.878,0.919,0.850,8,16,0.850,0.860,0.880,0.822,12,19
3001380,3001380.TIF,0.958,0.880,0.968,0.948,3,5,0.942,0.871,0.947,0.938,5,6
3001381,3001381.TIF,0.976,0.868,0.976,0.976,1,1,0.988,0.855,0.976,1.000,1,0
3001382,3001382.TIF,1.000,0.940,1.000,1.000,0,0,1.000,0.945,1.000,1.000,0,0
3001383,3001383.TIF,0.946,0.869,0.946,0.946,2,2,0.889,0.892,0.914,0.865,3,5
3001384,3001384.TIF,0.911,0.898,0.962,0.864,2,8,0.903,0.880,0.944,0.864,3,8
3001385,3001385.TIF,0.889,0.891,0.960,0.828,1,5,0.906,0.891,1.000,0.828,0,5
3001386,3001386.TIF,0.925,0.891,0.949,0.902,2,4,0.900,0.869,0.923,0.878,3,5
3001387,3001387.TIF,0.960,0.888,0.952,0.968,3,2,0.898,0.890,0.946,0.855,3,9
3001388,3001388.TIF,0.733,0.844,0.647,0.846,6,2,0.727,0.896,0.889,0.615,1,5
3001389,3001389.TIF,0.571,0.748,0.400,1.000,6,0,0.857,0.729,1.000,0.750,0,1
3001390,3001390.TIF,0.880,0.837,0.786,1.000,3,0,0.880,0.809,0.786,1.000,3,0
3001391,3001391.TIF,0.933,0.889,1.000,0.875,0,2,0.839,0.867,0.867,0.812,2,3
3001392,3001392.TIF,0.952,0.916,0.952,0.952,1,1,0.976,0.908,1.000,0.952,0,1
3001393,3001393.TIF,0.952,0.895,0.952,0.952,2,2,0.951,0.879,0.975,0.929,1,3
3001394,3001394.TIF,0.911,0.884,0.970,0.858,3,16,0.911,0.857,0.970,0.858,3,16
3001395,3001395.TIF,0.976,0.885,1.000,0.952,0,5,0.976,0.856,1.000,0.952,0,5
3001396,3001396.TIF,0.937,0.884,0.960,0.914,4,9,0.921,0.848,0.959,0.886,4,12
3001397,3001397.TIF,0.931,0.890,0.969,0.896,3,11,0.912,0.855,0.949,0.877,5,13
3001398,3001398.TIF,0.914,0.884,0.968,0.865,3,14,0.925,0.854,0.968,0.885,3,12
3001399,3001399.TIF,0.953,0.885,0.976,0.932,2,6,0.949,0.859,0.954,0.943,4,5
3001400,3001400.TIF,0.800,0.868,0.780,0.821,9,7,0.789,0.855,0.811,0.769,7,9
3001401,3001401.TIF,0.936,0.885,0.971,0.904,2,7,0.887,0.867,0.913,0.863,6,10
3001402,3001402.TIF,0.950,0.888,0.950,0.950,3,3,0.949,0.882,0.966,0.933,2,4
3001403,3001403.TIF,0.941,0.857,0.889,1.000,3,0,0.939,0.847,0.920,0.958,2,1
3001405,3001405.TIF,0.935,0.883,0.935,0.935,3,3,0.936,0.865,0.917,0.957,4,2
3001406,3001406.TIF,0.917,0.890,0.943,0.893,3,6,0.907,0.879,0.942,0.875,3,7
3001407,3001407.TIF,0.950,0.864,1.000,0.905,0,2,0.850,0.876,0.895,0.810,2,4
3001408,3001408.TIF,0.935,0.891,0.935,0.935,2,2,0.918,0.886,0.933,0.903,2,3
3001409,3001409.TIF,0.957,0.895,0.957,0.957,3,3,0.943,0.892,0.943,0.943,4,4
3001410,3001410.TIF,0.898,0.891,0.946,0.855,3,9,0.821,0.895,0.873,0.774,7,14
3001411,3001411.TIF,0.959,0.900,0.972,0.946,1,2,0.901,0.904,0.941,0.865,2,5
3001412,3001412.TIF,0.966,0.904,1.000,0.933,0,2,0.947,0.886,1.000,0.900,0,3
3001413,3001413.TIF,0.977,0.909,1.000,0.956,0,2,0.966,0.901,1.000,0.933,0,3
3001414,3001414.TIF,0.964,0.915,1.000,0.930,0,3,0.952,0.890,0.976,0.930,1,3
3001415,3001415.TIF,0.934,0.894,0.941,0.928,4,5,0.962,0.867,1.000,0.928,0,5
3001416,3001416.TIF,0.927,0.890,0.927,0.927,6,6,0.920,0.861,0.926,0.915,6,7
3001417,3001417.TIF,0.976,0.903,0.988,0.965,1,3,0.941,0.869,0.941,0.941,5,5
3001418,3001418.TIF,0.966,0.900,1.000,0.935,0,7,0.947,0.867,0.980,0.916,2,9
3001419,3001419.TIF,0.912,0.896,0.957,0.871,4,13,0.896,0.866,0.945,0.851,5,15
3001420,3001420.TIF,0.943,0.893,0.957,0.930,3,5,0.957,0.868,0.971,0.944,2,4
3001421,3001421.TIF,0.944,0.899,0.981,0.911,1,5,0.936,0.896,0.962,0.911,2,5
3001422,3001422.TIF,0.815,0.914,0.733,0.917,8,2,0.830,0.908,0.759,0.917,7,2
3001423,3001423.TIF,0.936,0.906,0.957,0.917,2,4,0.958,0.884,0.958,0.958,2,2
3001424,3001424.TIF,0.948,0.910,0.979,0.920,1,4,0.958,0.901,1.000,0.920,0,4
3001425,3001425.TIF,0.900,0.884,0.818,1.000,2,0,0.947,0.860,0.900,1.000,1,0
3001426,3001426.TIF,1.000,0.893,1.000,1.000,0,0,1.000,0.816,1.000,1.000,0,0
3001427,3001427.TIF,0.932,0.901,0.953,0.911,2,4,0.909,0.894,0.930,0.889,3,5
3001428,3001428.TIF,0.911,0.886,0.939,0.885,3,6,0.923,0.890,0.923,0.923,4,4
3001429,3001429.TIF,0.952,0.854,1.000,0.909,0,1,0.952,0.861,1.000,0.909,0,1
3001430,3001430.TIF,0.975,0.910,0.975,0.975,1,1,0.963,0.917,0.951,0.975,2,1
3001431,3001431.TIF,0.947,0.910,0.973,0.923,1,3,0.895,0.889,0.919,0.872,3,5
3001432,3001432.TIF,0.957,0.905,1.000,0.917,0,5,0.957,0.891,0.982,0.933,1,4
3001433,3001433.TIF,0.939,0.915,0.939,0.939,3,3,0.959,0.899,0.959,0.959,2,2
3001434,3001434.TIF,0.960,0.901,0.960,0.960,2,2,0.949,0.892,0.959,0.940,2,3
3001435,3001435.TIF,0.928,0.895,0.941,0.914,2,3,0.882,0.881,0.909,0.857,3,5
3001436,3001436.TIF,0.927,0.912,0.950,0.905,3,6,0.909,0.893,0.948,0.873,3,8
3001437,3001437.TIF,0.922,0.889,0.954,0.892,4,10,0.876,0.864,0.918,0.839,7,15
3001438,3001438.TIF,0.928,0.877,0.923,0.933,7,6,0.933,0.862,0.933,0.933,6,6
3001439,3001439.TIF,0.939,0.908,0.969,0.912,1,3,0.954,0.870,1.000,0.912,0,3
3001440,3001440.TIF,0.977,0.899,0.977,0.977,2,2,0.983,0.869,0.978,0.989,2,1
3001441,3001441.TIF,0.928,0.882,0.970,0.890,3,12,0.909,0.865,0.950,0.872,5,14
3001442,3001442.TIF,0.921,0.878,0.989,0.861,1,15,0.889,0.848,0.929,0.852,7,16
3001443,3001443.TIF,0.889,0.885,0.928,0.853,5,11,0.901,0.873,0.955,0.853,3,11
3001444,3001444.TIF,0.922,0.893,0.981,0.869,1,8,0.897,0.899,0.945,0.852,3,9
3001445,3001445.TIF,0.967,0.886,1.000,0.937,0,4,0.918,0.888,0.949,0.889,3,7
3001446,3001446.TIF,0.967,0.886,1.000,0.936,0,3,0.911,0.875,0.953,0.872,2,6
3001448,3001448.TIF,0.921,0.909,0.921,0.921,3,3,0.932,0.899,0.971,0.895,1,4
3001449,3001449.TIF,0.945,0.894,0.981,0.912,1,5,0.914,0.910,1.000,0.842,0,9
3001450,3001450.TIF,0.933,0.865,0.966,0.903,1,3,0.931,0.891,1.000,0.871,0,4
3001451,3001451.TIF,1.000,0.719,1.000,1.000,0,0,1.000,0.808,1.000,1.000,0,0
3001452,3001452.TIF,0.965,0.901,0.953,0.976,2,1,0.941,0.884,0.930,0.952,3,2
3001453,3001453.TIF,0.974,0.893,0.974,0.974,1,1,0.961,0.885,0.974,0.949,1,2
3001454,3001454.TIF,0.991,0.911,1.000,0.982,0,1,0.991,0.896,1.000,0.982,0,1
3001455,3001455.TIF,0.917,0.904,0.926,0.909,4,5,0.944,0.897,0.962,0.927,2,4
3001456,3001456.TIF,0.930,0.911,0.976,0.889,1,5,0.899,0.893,0.909,0.889,4,5
3001457,3001457.TIF,0.964,0.899,0.952,0.976,2,1,0.929,0.894,0.907,0.951,4,2
3001458,3001458.TIF,0.933,0.908,1.000,0.875,0,8,0.934,0.889,0.983,0.891,1,7
3001459,3001459.TIF,0.927,0.892,0.967,0.890,3,11,0.913,0.873,0.937,0.890,6,11
3001460,3001460.TIF,0.922,0.881,0.956,0.890,3,8,0.938,0.858,0.944,0.932,4,5
3001461,3001461.TIF,0.857,0.859,0.750,1.000,1,0,1.000,0.770,1.000,1.000,0,0
3001462,3001462.TIF,0.932,0.885,0.932,0.932,4,4,0.889,0.848,0.897,0.881,6,7
3001463,3001463.TIF,0.915,0.886,0.929,0.901,7,10,0.925,0.849,0.930,0.921,7,8
3001464,3001464.TIF,0.921,0.885,0.927,0.916,6,7,0.915,0.863,0.926,0.904,6,8
3001465,3001465.TIF,0.899,0.895,0.954,0.849,3,11,0.891,0.879,0.953,0.836,3,12
3001466,3001466.TIF,0.952,0.885,0.952,0.952,3,3,0.958,0.888,1.000,0.919,0,5
3001467,3001467.TIF,0.955,0.876,1.000,0.914,0,3,0.925,0.857,0.969,0.886,1,4
3001468,3001468.TIF,0.960,0.884,1.000,0.923,0,2,0.939,0.848,1.000,0.885,0,3
3001469,3001469.TIF,1.000,0.927,1.000,1.000,0,0,1.000,0.899,1.000,1.000,0,0
3001470,3001470.TIF,0.974,0.891,1.000,0.950,0,1,0.950,0.882,0.950,0.950,1,1
3001471,3001471.TIF,1.000,0.912,1.000,1.000,0,0,1.000,0.903,1.000,1.000,0,0
3001474,3001474.TIF,0.913,0.882,0.944,0.883,4,9,0.913,0.864,0.944,0.883,4,9
3001475,3001475.TIF,0.926,0.876,0.957,0.898,2,5,0.891,0.870,0.953,0.837,2,8
3001476,3001476.TIF,1.000,0.905,1.000,1.000,0,0,0.857,0.871,0.857,0.857,1,1
3001477,3001477.TIF,1.000,0.897,1.000,1.000,0,0,1.000,0.881,1.000,1.000,0,0
3001478,3001478.TIF,0.959,0.899,0.959,0.959,2,2,0.969,0.885,0.979,0.959,1,2
3001479,3001479.TIF,0.963,0.901,0.963,0.963,2,2,0.943,0.896,0.962,0.926,2,4
3001480,3001480.TIF,0.901,0.891,0.955,0.853,3,11,0.899,0.889,0.984,0.827,1,13
3001481,3001481.TIF,0.879,0.882,0.919,0.843,8,17,0.868,0.868,0.918,0.824,8,19
3001482,3001482.TIF,0.930,0.869,0.952,0.909,4,8,0.889,0.849,0.916,0.864,7,12
3001483,3001483.TIF,0.932,0.860,0.932,0.932,3,3,0.920,0.832,0.930,0.909,3,4
3001484,3001484.TIF,0.957,0.893,0.965,0.948,2,3,0.920,0.881,0.945,0.897,3,6
3001485,3001485.TIF,0.929,0.886,0.967,0.894,2,7,0.889,0.879,0.933,0.848,4,10
3001486,3001486.TIF,0.963,0.893,1.000,0.929,0,5,0.948,0.881,0.985,0.914,1,6
3001487,3001487.TIF,0.908,0.900,0.967,0.855,2,10,0.884,0.900,0.950,0.826,3,12
3001488,3001488.TIF,0.942,0.900,1.000,0.891,0,6,0.942,0.891,1.000,0.891,0,6
3001489,3001489.TIF,0.941,0.853,0.889,1.000,2,0,0.968,0.841,1.000,0.938,0,1
3001490,3001490.TIF,1.000,0.887,1.000,1.000,0,0,0.947,0.851,1.000,0.900,0,1
3001496,3001496.TIF,0.947,0.879,0.986,0.911,1,7,0.922,0.843,0.947,0.899,4,8
3001497,3001497.TIF,0.962,0.887,1.000,0.927,0,3,0.950,0.872,0.974,0.927,1,3
3001499,3001499.TIF,0.800,0.830,1.000,0.667,0,1,0.500,0.795,1.000,0.333,0,2
3001500,3001500.TIF,0.842,0.898,0.889,0.800,1,2,0.889,0.853,1.000,0.800,0,2
3001501,3001501.TIF,0.944,0.894,0.944,0.944,1,1,0.875,0.919,1.000,0.778,0,4
3001502,3001502.TIF,0.902,0.903,0.925,0.881,3,5,0.923,0.889,1.000,0.857,0,6
3001503,3001503.TIF,0.935,0.880,0.973,0.900,2,8,0.934,0.865,0.986,0.887,1,9
3001504,3001504.TIF,0.960,0.874,0.977,0.944,2,5,0.932,0.842,0.953,0.911,4,8
3001505,3001505.TIF,0.982,0.888,0.988,0.976,1,2,0.970,0.866,0.976,0.964,2,3
3001506,3001506.TIF,0.938,0.888,0.927,0.950,6,4,0.945,0.864,0.928,0.963,6,3
3001507,3001507.TIF,0.913,0.884,0.951,0.879,3,8,0.891,0.882,0.919,0.864,5,9
3001508,3001508.TIF,0.934,0.886,0.966,0.905,2,6,0.889,0.882,0.963,0.825,2,11
3001509,3001509.TIF,0.928,0.905,0.938,0.918,3,4,0.936,0.889,0.978,0.898,1,5
3001510,3001510.TIF,0.976,0.891,1.000,0.952,0,1,0.950,0.897,1.000,0.905,0,2
3001511,3001511.TIF,0.857,0.689,0.750,1.000,1,0,1.000,0.670,1.000,1.000,0,0
3001518,3001518.TIF,0.971,0.885,0.971,0.971,1,1,0.914,0.845,0.914,0.914,3,3
3001519,3001519.TIF,1.000,0.910,1.000,1.000,0,0,0.963,0.906,0.929,1.000,1,0
3001521,3001521.TIF,0.000,0.000,0.000,0.000,0,1,0.000,0.000,0.000,0.000,0,1
3001522,3001522.TIF,1.000,0.855,1.000,1.000,0,0,0.000,0.000,0.000,0.000,0,1
3001525,3001525.TIF,0.919,0.876,1.000,0.850,0,3,0.833,0.854,0.938,0.750,1,5
3001526,3001526.TIF,0.861,0.858,0.939,0.795,2,8,0.838,0.856,0.886,0.795,4,8
3001527,3001527.TIF,0.920,0.900,0.930,0.909,3,4,0.941,0.874,0.976,0.909,1,4
3001528,3001528.TIF,0.922,0.884,0.940,0.904,3,5,0.941,0.862,0.960,0.923,2,4
3001529,3001529.TIF,0.907,0.874,0.895,0.919,4,3,0.877,0.881,0.889,0.865,4,5
3001530,3001530.TIF,0.963,0.883,0.963,0.963,1,1,0.906,0.848,0.923,0.889,2,3
3001531,3001531.TIF,0.909,0.877,0.833,1.000,1,0,0.909,0.809,0.833,1.000,1,0
