image_id,file_name,ours_f1,ours_mean_iou,ours_precision,ours_recall,ours_fp,ours_fn,yolo_f1,yolo_mean_iou,yolo_precision,yolo_recall,yolo_fp,yolo_fn
310208,310208.TIF,0.909,0.814,1.000,0.833,0,2,0.696,0.752,0.727,0.667,3,4
310209,310209.TIF,0.927,0.861,0.962,0.894,3,9,0.921,0.812,0.950,0.894,4,9
310210,310210.TIF,0.883,0.882,0.980,0.803,2,24,0.901,0.846,1.000,0.820,0,22
310211,310211.TIF,0.907,0.890,0.980,0.845,2,18,0.889,0.845,0.960,0.828,4,20
310212,310212.TIF,0.915,0.886,0.978,0.858,2,15,0.936,0.852,0.979,0.896,2,11
310213,310213.TIF,0.876,0.890,0.964,0.802,3,20,0.844,0.857,0.890,0.802,10,20
310214,310214.TIF,0.899,0.877,0.976,0.833,2,16,0.876,0.822,0.910,0.844,8,15
310215,310215.TIF,0.938,0.874,0.990,0.892,1,12,0.948,0.850,1.000,0.901,0,11
310216,310216.TIF,0.954,0.872,1.000,0.912,0,3,0.925,0.830,0.939,0.912,2,3
310217,310217.TIF,1.000,0.931,1.000,1.000,0,0,0.000,0.000,0.000,0.000,1,1
310218,310218.TIF,1.000,0.907,1.000,1.000,0,0,0.800,0.943,1.000,0.667,0,1
310219,310219.TIF,0.875,0.903,0.933,0.824,1,3,0.848,0.891,0.875,0.824,2,3
310220,310220.TIF,0.909,0.885,1.000,0.833,0,2,0.909,0.896,1.000,0.833,0,2
310222,310222.TIF,0.800,0.929,1.000,0.667,0,1,0.800,0.914,1.000,0.667,0,1
310223,310223.TIF,0.600,0.890,0.500,0.750,6,2,0.429,0.870,0.500,0.375,3,5
310224,310224.TIF,0.500,0.866,0.333,1.000,6,0,0.750,0.877,0.600,1.000,2,0
310225,310225.TIF,0.667,0.955,0.500,1.000,1,0,1.000,0.924,1.000,1.000,0,0
310226,310226.TIF,0.938,0.889,0.974,0.905,2,8,0.951,0.842,0.975,0.929,2,6
310227,310227.TIF,0.851,0.886,0.970,0.758,3,31,0.842,0.843,0.960,0.750,4,32
310228,310228.TIF,0.926,0.883,0.978,0.880,2,12,0.933,0.827,0.968,0.900,3,10
310229,310229.TIF,0.922,0.894,0.959,0.887,2,6,0.942,0.838,0.961,0.925,2,4
310230,310230.TIF,0.957,0.917,0.982,0.932,1,4,0.974,0.847,1.000,0.949,0,3
310231,310231.TIF,0.940,0.891,0.984,0.900,1,7,0.905,0.851,0.925,0.886,5,8
310232,310232.TIF,0.932,0.872,1.000,0.873,0,13,0.944,0.836,0.989,0.902,1,10
310233,310233.TIF,0.885,0.894,1.000,0.794,0,26,0.885,0.863,1.000,0.794,0,26
310234,310234.TIF,0.892,0.883,0.904,0.880,7,9,0.919,0.834,0.932,0.907,5,7
310235,310235.TIF,1.000,0.883,1.000,1.000,0,0,0.889,0.873,0.923,0.857,1,2
310236,310236.TIF,0.952,0.888,1.000,0.909,0,1,0.909,0.849,0.909,0.909,1,1
310237,310237.TIF,0.947,0.877,0.900,1.000,1,0,0.824,0.823,0.875,0.778,1,2
310239,310239.TIF,0.667,0.959,1.000,0.500,0,1,0.667,0.960,1.000,0.500,0,1
310240,310240.TIF,1.000,0.956,1.000,1.000,0,0,1.000,0.968,1.000,1.000,0,0
310241,310241.TIF,0.800,0.927,0.667,1.000,1,0,1.000,0.854,1.000,1.000,0,0
310242,310242.TIF,1.000,0.978,1.000,1.000,0,0,1.000,0.875,1.000,1.000,0,0
310243,310243.TIF,0.940,0.884,0.979,0.904,1,5,0.971,0.823,0.980,0.962,1,2
310244,310244.TIF,0.949,0.868,1.000,0.903,0,6,0.942,0.820,0.966,0.919,2,5
310245,310245.TIF,1.000,0.867,1.000,1.000,0,0,0.947,0.778,0.900,1.000,1,0
310246,310246.TIF,0.500,0.856,0.600,0.429,2,4,0.727,0.860,1.000,0.571,0,3
310247,310247.TIF,0.875,0.879,1.000,0.778,0,2,0.800,0.845,1.000,0.667,0,3
310248,310248.TIF,0.900,0.878,0.857,0.947,3,1,0.778,0.857,0.824,0.737,3,5
310249,310249.TIF,0.913,0.876,0.983,0.853,1,10,0.906,0.816,0.967,0.853,2,10
310250,310250.TIF,0.833,0.895,1.000,0.714,0,40,0.825,0.859,0.990,0.707,1,41
310251,310251.TIF,0.825,0.888,0.990,0.707,1,41,0.817,0.845,0.980,0.700,2,42
310252,310252.TIF,0.937,0.882,0.961,0.914,3,7,0.887,0.854,0.899,0.877,8,10
310253,310253.TIF,0.957,0.854,0.957,0.957,1,1,0.909,0.837,0.952,0.870,1,3
310254,310254.TIF,0.667,0.682,0.667,0.667,1,1,0.667,0.761,0.667,0.667,1,1
310257,310257.TIF,0.400,0.932,0.250,1.000,6,0,0.286,0.823,0.200,0.500,4,1
310258,310258.TIF,1.000,0.868,1.000,1.000,0,0,0.400,0.941,0.500,0.333,1,2
310260,310260.TIF,0.973,0.881,0.947,1.000,1,0,0.971,0.811,1.000,0.944,0,1
310261,310261.TIF,1.000,0.910,1.000,1.000,0,0,0.900,0.846,0.900,0.900,1,1
310263,310263.TIF,0.000,0.000,0.000,0.000,0,1,0.000,0.000,0.000,0.000,0,1
310264,310264.TIF,0.667,0.894,1.000,0.500,0,1,1.000,0.834,1.000,1.000,0,0
310265,310265.TIF,0.886,0.900,0.875,0.897,5,4,0.875,0.834,0.854,0.897,6,4
310266,310266.TIF,0.953,0.886,0.947,0.959,4,3,0.947,0.835,0.934,0.959,5,3
310267,310267.TIF,0.937,0.859,0.960,0.914,4,9,0.917,0.827,0.940,0.895,6,11
310268,310268.TIF,0.929,0.859,0.903,0.956,7,3,0.901,0.831,0.865,0.941,10,4
310269,310269.TIF,0.942,0.870,0.964,0.920,3,7,0.947,0.831,0.976,0.920,2,7
310270,310270.TIF,0.928,0.861,0.921,0.935,5,4,0.905,0.831,0.891,0.919,7,5
310271,310271.TIF,1.000,0.923,1.000,1.000,0,0,1.000,0.908,1.000,1.000,0,0
310274,310274.TIF,1.000,0.900,1.000,1.000,0,0,1.000,0.873,1.000,1.000,0,0
310275,310275.TIF,1.000,0.965,1.000,1.000,0,0,1.000,0.914,1.000,1.000,0,0
310281,310281.TIF,1.000,0.839,1.000,1.000,0,0,1.000,0.671,1.000,1.000,0,0
310282,310282.TIF,0.941,0.870,0.955,0.928,3,5,0.915,0.833,0.890,0.942,8,4
310283,310283.TIF,0.979,0.886,0.989,0.969,1,3,0.963,0.856,0.979,0.948,2,5
310284,310284.TIF,0.941,0.890,0.969,0.913,3,9,0.951,0.858,0.970,0.933,3,7
310285,310285.TIF,0.919,0.884,0.969,0.873,2,9,0.906,0.846,0.926,0.887,5,8
310286,310286.TIF,0.937,0.886,0.974,0.902,1,4,0.914,0.853,0.925,0.902,3,4
310287,310287.TIF,0.966,0.899,0.986,0.946,1,4,0.954,0.861,0.935,0.973,5,2
310288,310288.TIF,0.955,0.914,0.955,0.955,1,1,0.977,0.893,1.000,0.955,0,1
310289,310289.TIF,0.400,0.756,0.500,0.333,1,2,0.500,0.698,1.000,0.333,0,2
310290,310290.TIF,0.900,0.812,1.000,0.818,0,2,0.842,0.768,1.000,0.727,0,3
310299,310299.TIF,0.919,0.881,0.944,0.895,1,2,0.889,0.837,0.941,0.842,1,3
310300,310300.TIF,0.962,0.898,0.984,0.940,1,4,0.938,0.878,0.968,0.910,2,6
310301,310301.TIF,0.935,0.881,0.956,0.916,4,8,0.910,0.851,0.915,0.905,8,9
310302,310302.TIF,0.852,0.887,0.980,0.754,2,32,0.861,0.852,0.990,0.762,1,31
310303,310303.TIF,0.955,0.878,0.969,0.941,3,6,0.955,0.836,0.960,0.950,4,5
310304,310304.TIF,0.946,0.878,0.936,0.957,6,4,0.903,0.836,0.894,0.913,10,8
310305,310305.TIF,0.930,0.898,0.917,0.943,3,2,0.873,0.862,0.861,0.886,5,4
310306,310306.TIF,0.800,0.752,0.800,0.800,1,1,0.500,0.834,0.667,0.400,1,3
310307,310307.TIF,0.824,0.833,0.933,0.737,1,5,0.727,0.784,0.857,0.632,2,7
310316,310316.TIF,0.667,0.947,1.000,0.500,0,1,0.667,0.778,1.000,0.500,0,1
310317,310317.TIF,0.950,0.923,0.974,0.927,1,3,0.927,0.896,0.927,0.927,3,3
310318,310318.TIF,0.968,0.890,0.987,0.949,1,4,0.975,0.874,0.975,0.975,2,2
310319,310319.TIF,0.889,0.881,1.000,0.800,0,25,0.880,0.847,0.990,0.792,1,26
310320,310320.TIF,0.897,0.878,1.000,0.813,0,23,0.888,0.848,0.990,0.805,1,24
310321,310321.TIF,0.951,0.873,0.980,0.925,2,8,0.932,0.843,0.960,0.906,4,10
310322,310322.TIF,0.921,0.854,0.897,0.946,4,2,0.904,0.844,0.917,0.892,3,4
310324,310324.TIF,1.000,0.890,1.000,1.000,0,0,1.000,0.923,1.000,1.000,0,0
310325,310325.TIF,0.667,0.863,1.000,0.500,0,1,0.667,0.911,1.000,0.500,0,1
310334,310334.TIF,0.968,0.900,1.000,0.938,0,1,0.903,0.884,0.933,0.875,1,2
310335,310335.TIF,0.990,0.911,0.980,1.000,1,0,0.970,0.896,0.942,1.000,3,0
310336,310336.TIF,0.943,0.875,0.954,0.933,4,6,0.926,0.836,0.942,0.910,5,8
310337,310337.TIF,0.873,0.868,1.000,0.775,0,29,0.873,0.838,1.000,0.775,0,29
310338,310338.TIF,0.955,0.858,0.960,0.950,4,5,0.930,0.837,0.930,0.930,7,7
310339,310339.TIF,1.000,0.820,1.000,1.000,0,0,0.950,0.852,0.950,0.950,1,1
310340,310340.TIF,0.667,0.820,1.000,0.500,0,1,0.667,0.912,1.000,0.500,0,1
310341,310341.TIF,0.833,0.837,0.833,0.833,1,1,0.727,0.816,0.800,0.667,1,2
310342,310342.TIF,0.889,0.895,0.889,0.889,1,1,0.941,0.862,1.000,0.889,0,1
310350,310350.TIF,1.000,0.919,1.000,1.000,0,0,1.000,0.954,1.000,1.000,0,0
310351,310351.TIF,1.000,0.888,1.000,1.000,0,0,1.000,0.817,1.000,1.000,0,0
310352,310352.TIF,1.000,0.819,1.000,1.000,0,0,0.947,0.800,0.900,1.000,1,0
310353,310353.TIF,0.915,0.886,0.878,0.956,6,2,0.933,0.856,0.933,0.933,3,3
310354,310354.TIF,0.950,0.887,0.950,0.950,4,4,0.963,0.845,0.963,0.963,3,3
310355,310355.TIF,0.966,0.872,0.986,0.947,1,4,0.920,0.840,0.920,0.920,6,6
310356,310356.TIF,1.000,0.851,1.000,1.000,0,0,0.884,0.852,0.905,0.864,2,3
310357,310357.TIF,0.545,0.885,0.667,0.462,3,7,0.632,0.879,1.000,0.462,0,7
310358,310358.TIF,0.800,0.860,0.750,0.857,2,1,0.769,0.847,0.833,0.714,1,2
310359,310359.TIF,0.667,0.866,1.000,0.500,0,2,0.400,0.885,1.000,0.250,0,3
310360,310360.TIF,1.000,0.875,1.000,1.000,0,0,0.667,0.628,1.000,0.500,0,1
310367,310367.TIF,0.923,0.860,0.857,1.000,2,0,0.833,0.840,0.833,0.833,2,2
310368,310368.TIF,1.000,0.862,1.000,1.000,0,0,0.882,0.826,0.833,0.938,3,1
310369,310369.TIF,0.903,0.862,0.824,1.000,3,0,0.813,0.850,0.722,0.929,5,1
310370,310370.TIF,0.972,0.885,0.972,0.972,1,1,0.946,0.861,0.921,0.972,3,1
310371,310371.TIF,0.968,0.885,1.000,0.938,0,2,0.921,0.858,0.935,0.906,2,3
310372,310372.TIF,1.000,0.907,1.000,1.000,0,0,0.933,0.843,1.000,0.875,0,1
310373,310373.TIF,1.000,0.899,1.000,1.000,0,0,1.000,0.847,1.000,1.000,0,0
310374,310374.TIF,0.800,0.868,1.000,0.667,0,1,0.667,0.890,0.667,0.667,1,1
310375,310375.TIF,1.000,0.927,1.000,1.000,0,0,1.000,0.912,1.000,1.000,0,0
310376,310376.TIF,0.000,0.000,0.000,0.000,0,2,0.000,0.000,0.000,0.000,0,2
310377,310377.TIF,0.500,0.907,1.000,0.333,0,4,0.250,0.920,0.500,0.167,1,5
310378,310378.TIF,0.286,0.957,1.000,0.167,0,5,0.500,0.875,1.000,0.333,0,4
310382,310382.TIF,0.800,0.788,1.000,0.667,0,1,0.800,0.758,1.000,0.667,0,1
310383,310383.TIF,1.000,0.897,1.000,1.000,0,0,0.889,0.886,1.000,0.800,0,1
310384,310384.TIF,0.955,0.899,1.000,0.913,0,2,0.955,0.859,1.000,0.913,0,2
310385,310385.TIF,0.955,0.881,0.977,0.933,1,3,0.945,0.864,0.935,0.956,3,2
310386,310386.TIF,0.970,0.916,0.961,0.980,2,1,0.933,0.896,0.891,0.980,6,1
310387,310387.TIF,0.966,0.907,0.935,1.000,3,0,0.944,0.879,0.913,0.977,4,1
310388,310388.TIF,0.956,0.908,0.956,0.956,2,2,0.926,0.886,0.880,0.978,6,1
310389,310389.TIF,1.000,0.897,1.000,1.000,0,0,0.941,0.837,0.889,1.000,1,0
310390,310390.TIF,1.000,0.896,1.000,1.000,0,0,1.000,0.905,1.000,1.000,0,0
310391,310391.TIF,1.000,0.814,1.000,1.000,0,0,0.800,0.844,1.000,0.667,0,1
310392,310392.TIF,0.667,0.802,0.500,1.000,3,0,0.400,0.910,0.500,0.333,1,2
310394,310394.TIF,0.750,0.848,1.000,0.600,0,6,0.815,0.819,0.917,0.733,1,4
310395,310395.TIF,0.786,0.833,0.786,0.786,3,3,0.846,0.783,0.917,0.786,1,3
310396,310396.TIF,0.667,0.876,0.667,0.667,1,1,0.800,0.847,1.000,0.667,0,1
310397,310397.TIF,1.000,0.882,1.000,1.000,0,0,1.000,0.913,1.000,1.000,0,0
310398,310398.TIF,1.000,0.930,1.000,1.000,0,0,0.667,0.960,0.500,1.000,1,0
310399,310399.TIF,0.923,0.816,1.000,0.857,0,1,0.857,0.769,0.857,0.857,1,1
310400,310400.TIF,0.778,0.889,0.778,0.778,2,2,0.875,0.860,1.000,0.778,0,2
310401,310401.TIF,0.885,0.914,0.885,0.885,3,3,0.885,0.871,0.885,0.885,3,3
310402,310402.TIF,0.909,0.914,0.932,0.887,4,7,0.876,0.900,0.898,0.855,6,9
310403,310403.TIF,0.969,0.921,0.984,0.954,1,3,0.954,0.887,0.954,0.954,3,3
310404,310404.TIF,0.941,0.924,0.941,0.941,2,2,0.928,0.895,0.914,0.941,3,2
310405,310405.TIF,1.000,0.920,1.000,1.000,0,0,0.870,0.860,0.769,1.000,3,0
310406,310406.TIF,1.000,0.929,1.000,1.000,0,0,0.952,0.910,0.909,1.000,1,0
310407,310407.TIF,0.933,0.922,1.000,0.875,0,1,1.000,0.892,1.000,1.000,0,0
310408,310408.TIF,0.800,0.902,0.667,1.000,1,0,0.444,0.904,0.286,1.000,5,0
310409,310409.TIF,0.857,0.915,0.750,1.000,1,0,0.800,0.893,1.000,0.667,0,1
310411,310411.TIF,0.857,0.904,0.750,1.000,2,0,0.909,0.802,1.000,0.833,0,1
310412,310412.TIF,0.846,0.878,0.786,0.917,3,1,0.880,0.856,0.846,0.917,2,1
310413,310413.TIF,0.923,0.830,1.000,0.857,0,1,0.833,0.824,1.000,0.714,0,2
310414,310414.TIF,1.000,0.809,1.000,1.000,0,0,1.000,0.729,1.000,1.000,0,0
310415,310415.TIF,1.000,0.890,1.000,1.000,0,0,0.857,0.856,1.000,0.750,0,1
310417,310417.TIF,0.857,0.798,1.000,0.750,0,1,0.571,0.910,0.667,0.500,1,2
310418,310418.TIF,0.889,0.861,0.800,1.000,1,0,0.889,0.851,0.800,1.000,1,0
310419,310419.TIF,0.886,0.914,0.838,0.939,6,2,0.896,0.908,0.882,0.909,4,3
310420,310420.TIF,0.986,0.902,0.972,1.000,1,0,0.957,0.882,0.971,0.943,1,2
310421,310421.TIF,0.957,0.870,0.917,1.000,1,0,1.000,0.872,1.000,1.000,0,0
310422,310422.TIF,1.000,0.868,1.000,1.000,0,0,1.000,0.833,1.000,1.000,0,0
310424,310424.TIF,1.000,0.834,1.000,1.000,0,0,1.000,0.829,1.000,1.000,0,0
310425,310425.TIF,0.667,0.933,1.000,0.500,0,1,0.286,0.941,0.200,0.500,4,1
310426,310426.TIF,0.800,0.875,1.000,0.667,0,1,0.800,0.874,1.000,0.667,0,1
310428,310428.TIF,0.833,0.774,1.000,0.714,0,2,0.923,0.805,1.000,0.857,0,1
310429,310429.TIF,0.941,0.860,1.000,0.889,0,2,0.909,0.826,1.000,0.833,0,3
310430,310430.TIF,0.963,0.823,1.000,0.929,0,1,0.889,0.799,0.923,0.857,1,2
310431,310431.TIF,1.000,0.870,1.000,1.000,0,0,0.875,0.802,0.875,0.875,1,1
310432,310432.TIF,0.800,0.736,1.000,0.667,0,1,0.500,0.680,1.000,0.333,0,2
310436,310436.TIF,1.000,0.641,1.000,1.000,0,0,0.000,0.000,0.000,0.000,0,1
310437,310437.TIF,0.667,0.773,1.000,0.500,0,2,0.667,0.788,1.000,0.500,0,2
310438,310438.TIF,0.818,0.869,0.692,1.000,4,0,0.818,0.902,0.692,1.000,4,0
310439,310439.TIF,0.909,0.918,1.000,0.833,0,1,0.909,0.881,1.000,0.833,0,1
310442,310442.TIF,0.818,0.839,0.818,0.818,2,2,0.762,0.832,0.800,0.727,2,3
310443,310443.TIF,1.000,0.841,1.000,1.000,0,0,0.800,0.781,1.000,0.667,0,2
310444,310444.TIF,0.857,0.803,1.000,0.750,0,2,0.714,0.830,0.833,0.625,1,3
310445,310445.TIF,0.857,0.831,0.818,0.900,2,1,0.667,0.823,0.750,0.600,2,4
310446,310446.TIF,0.778,0.868,0.875,0.700,1,3,0.800,0.836,0.800,0.800,2,2
310448,310448.TIF,0.737,0.867,0.700,0.778,3,2,0.700,0.834,0.636,0.778,4,2
310449,310449.TIF,0.857,0.830,1.000,0.750,0,1,0.750,0.824,0.750,0.750,1,1
310450,310450.TIF,1.000,0.905,1.000,1.000,0,0,1.000,0.895,1.000,1.000,0,0
310451,310451.TIF,1.000,0.830,1.000,1.000,0,0,0.667,0.789,0.500,1.000,1,0
310453,310453.TIF,1.000,0.868,1.000,1.000,0,0,1.000,0.836,1.000,1.000,0,0
310454,310454.TIF,0.857,0.843,1.000,0.750,0,2,0.857,0.839,1.000,0.750,0,2
310455,310455.TIF,1.000,0.882,1.000,1.000,0,0,0.875,0.869,0.875,0.875,1,1
310456,310456.TIF,0.667,0.892,0.600,0.750,2,1,0.667,0.885,1.000,0.500,0,2
310459,310459.TIF,0.909,0.831,1.000,0.833,0,2,0.857,0.797,1.000,0.750,0,3
310460,310460.TIF,0.815,0.821,0.733,0.917,4,1,0.769,0.783,0.714,0.833,4,2
310461,310461.TIF,0.941,0.863,0.941,0.941,1,1,0.857,0.854,0.833,0.882,3,2
310462,310462.TIF,1.000,0.865,1.000,1.000,0,0,0.727,0.841,0.667,0.800,2,1
310463,310463.TIF,1.000,0.881,1.000,1.000,0,0,1.000,0.818,1.000,1.000,0,0
310464,310464.TIF,0.857,0.830,0.818,0.900,2,1,0.909,0.850,0.833,1.000,2,0
310465,310465.TIF,1.000,0.924,1.000,1.000,0,0,1.000,0.906,1.000,1.000,0,0
310466,310466.TIF,1.000,0.824,1.000,1.000,0,0,0.800,0.679,1.000,0.667,0,1
310467,310467.TIF,0.857,0.841,1.000,0.750,0,1,0.857,0.814,1.000,0.750,0,1
310468,310468.TIF,0.769,0.898,1.000,0.625,0,3,0.714,0.864,0.833,0.625,1,3
310469,310469.TIF,1.000,0.885,1.000,1.000,0,0,1.000,0.875,1.000,1.000,0,0
310470,310470.TIF,0.842,0.887,0.889,0.800,1,2,0.900,0.867,0.900,0.900,1,1
310471,310471.TIF,0.857,0.880,0.750,1.000,2,0,0.615,0.865,0.571,0.667,3,2
310472,310472.TIF,0.963,0.874,1.000,0.929,0,1,0.815,0.891,0.846,0.786,2,3
310473,310473.TIF,0.533,0.887,0.500,0.571,4,3,0.667,0.827,0.800,0.571,1,3
310474,310474.TIF,1.000,0.936,1.000,1.000,0,0,1.000,0.937,1.000,1.000,0,0
310476,310476.TIF,0.857,0.890,0.750,1.000,2,0,0.923,0.835,0.857,1.000,1,0
310477,310477.TIF,0.960,0.842,1.000,0.923,0,1,0.870,0.810,1.000,0.769,0,3
310478,310478.TIF,0.875,0.874,0.778,1.000,2,0,0.933,0.833,0.875,1.000,1,0
310480,310480.TIF,1.000,0.816,1.000,1.000,0,0,0.667,0.828,0.667,0.667,1,1
310481,310481.TIF,0.933,0.882,0.875,1.000,1,0,0.857,0.881,0.857,0.857,1,1
310482,310482.TIF,0.800,0.925,1.000,0.667,0,1,0.800,0.879,1.000,0.667,0,1
310483,310483.TIF,0.588,0.834,0.714,0.500,2,5,0.533,0.875,0.800,0.400,1,6
310484,310484.TIF,0.889,0.820,1.000,0.800,0,1,0.750,0.862,1.000,0.600,0,2
310485,310485.TIF,0.815,0.857,0.846,0.786,2,3,0.769,0.818,0.833,0.714,2,4
310486,310486.TIF,0.818,0.913,0.750,0.900,3,1,0.900,0.871,0.900,0.900,1,1
310487,310487.TIF,0.889,0.889,1.000,0.800,0,1,0.889,0.870,1.000,0.800,0,1
310488,310488.TIF,0.909,0.868,0.909,0.909,1,1,0.952,0.835,1.000,0.909,0,1
310489,310489.TIF,0.857,0.786,0.750,1.000,1,0,0.800,0.847,1.000,0.667,0,1
310490,310490.TIF,0.889,0.821,0.800,1.000,1,0,0.500,0.844,0.500,0.500,2,2
310491,310491.TIF,0.909,0.863,0.833,1.000,1,0,0.667,0.872,0.750,0.600,1,2
310493,310493.TIF,0.875,0.869,0.875,0.875,1,1,0.750,0.881,0.750,0.750,2,2
310494,310494.TIF,0.810,0.818,0.895,0.739,2,6,0.837,0.797,0.900,0.783,2,5
310495,310495.TIF,0.800,0.844,0.667,1.000,1,0,1.000,0.788,1.000,1.000,0,0
310496,310496.TIF,0.727,0.855,0.667,0.800,2,1,0.727,0.731,0.667,0.800,2,1
310497,310497.TIF,0.667,0.928,1.000,0.500,0,1,0.667,0.894,1.000,0.500,0,1
310498,310498.TIF,0.762,0.856,0.727,0.800,3,2,0.737,0.750,0.778,0.700,2,3
310499,310499.TIF,0.889,0.824,0.870,0.909,3,2,0.927,0.801,1.000,0.864,0,3
310500,310500.TIF,0.667,0.906,1.000,0.500,0,4,0.545,0.901,1.000,0.375,0,5
310501,310501.TIF,1.000,0.935,1.000,1.000,0,0,0.857,0.936,1.000,0.750,0,1
310502,310502.TIF,1.000,0.868,1.000,1.000,0,0,0.667,0.858,1.000,0.500,0,2
310504,310504.TIF,0.800,0.742,0.667,1.000,1,0,0.400,0.929,0.333,0.500,2,1
310505,310505.TIF,0.667,0.873,0.667,0.667,1,1,0.857,0.871,0.750,1.000,1,0
310506,310506.TIF,0.800,0.900,0.667,1.000,1,0,0.800,0.791,0.667,1.000,1,0
310507,310507.TIF,0.667,0.865,0.500,1.000,2,0,0.800,0.733,0.667,1.000,1,0
310510,310510.TIF,0.900,0.812,0.900,0.900,1,1,0.900,0.775,0.900,0.900,1,1
310511,310511.TIF,0.872,0.804,0.850,0.895,3,2,0.857,0.818,0.938,0.789,1,4
310512,310512.TIF,0.933,0.862,0.875,1.000,1,0,0.769,0.859,0.833,0.714,1,2
310513,310513.TIF,0.889,0.845,0.889,0.889,1,1,0.706,0.887,0.750,0.667,2,3
310514,310514.TIF,0.800,0.920,0.750,0.857,2,1,0.923,0.916,1.000,0.857,0,1
310515,310515.TIF,0.903,0.859,0.875,0.933,2,1,0.786,0.881,0.846,0.733,2,4
310516,310516.TIF,0.854,0.823,0.974,0.760,1,12,0.867,0.819,0.975,0.780,1,11
310517,310517.TIF,0.900,0.824,1.000,0.818,0,2,0.706,0.758,1.000,0.545,0,5
310518,310518.TIF,1.000,0.966,1.000,1.000,0,0,1.000,0.864,1.000,1.000,0,0
310519,310519.TIF,0.889,0.899,1.000,0.800,0,1,0.889,0.880,1.000,0.800,0,1
310520,310520.TIF,1.000,0.845,1.000,1.000,0,0,1.000,0.829,1.000,1.000,0,0
310521,310521.TIF,0.706,0.853,0.857,0.600,1,4,0.737,0.844,0.778,0.700,2,3
310522,310522.TIF,0.875,0.855,0.778,1.000,2,0,0.833,0.897,1.000,0.714,0,2
310523,310523.TIF,1.000,0.883,1.000,1.000,0,0,0.889,0.875,0.800,1.000,1,0
310525,310525.TIF,1.000,0.882,1.000,1.000,0,0,1.000,0.919,1.000,1.000,0,0
310526,310526.TIF,1.000,0.913,1.000,1.000,0,0,1.000,0.902,1.000,1.000,0,0
310527,310527.TIF,0.895,0.807,1.000,0.810,0,4,0.667,0.771,0.917,0.524,1,10
310528,310528.TIF,0.872,0.769,0.895,0.850,2,3,0.687,0.787,0.917,0.550,1,9
310529,310529.TIF,1.000,0.882,1.000,1.000,0,0,1.000,0.751,1.000,1.000,0,0
310530,310530.TIF,0.800,0.929,0.750,0.857,2,1,0.857,0.897,0.857,0.857,1,1
310531,310531.TIF,0.850,0.909,0.810,0.895,4,2,0.865,0.841,0.889,0.842,2,3
310532,310532.TIF,0.828,0.816,0.857,0.800,2,3,0.692,0.852,0.818,0.600,2,6
310533,310533.TIF,0.833,0.817,0.909,0.769,1,3,0.783,0.733,0.900,0.692,1,4
310534,310534.TIF,0.800,0.751,0.857,0.750,1,2,0.769,0.763,1.000,0.625,0,3
310535,310535.TIF,0.833,0.815,0.833,0.833,1,1,0.833,0.834,0.833,0.833,1,1
310536,310536.TIF,0.857,0.864,0.923,0.800,1,3,0.800,0.807,0.800,0.800,3,3
310537,310537.TIF,0.727,0.891,0.571,1.000,3,0,0.800,0.810,0.667,1.000,2,0
310538,310538.TIF,0.889,0.851,1.000,0.800,0,1,0.889,0.808,1.000,0.800,0,1
310539,310539.TIF,0.769,0.828,1.000,0.625,0,3,0.615,0.829,0.800,0.500,1,4
310540,310540.TIF,1.000,0.874,1.000,1.000,0,0,1.000,0.886,1.000,1.000,0,0
310541,310541.TIF,1.000,0.912,1.000,1.000,0,0,1.000,0.926,1.000,1.000,0,0
310542,310542.TIF,1.000,0.929,1.000,1.000,0,0,1.000,0.872,1.000,1.000,0,0
310543,310543.TIF,1.000,0.915,1.000,1.000,0,0,1.000,0.866,1.000,1.000,0,0
310545,310545.TIF,0.875,0.890,0.875,0.875,1,1,0.800,0.872,0.857,0.750,1,2
310546,310546.TIF,0.750,0.918,1.000,0.600,0,2,0.889,0.863,1.000,0.800,0,1
310547,310547.TIF,0.897,0.832,0.929,0.867,1,2,0.769,0.804,0.909,0.667,1,5
310548,310548.TIF,0.902,0.860,0.920,0.885,2,3,0.920,0.834,0.958,0.885,1,3
310549,310549.TIF,0.667,0.800,0.692,0.643,4,5,0.533,0.756,0.500,0.571,8,6
310550,310550.TIF,0.667,0.884,1.000,0.500,0,1,0.667,0.907,1.000,0.500,0,1
310551,310551.TIF,0.615,0.918,0.800,0.500,1,4,0.857,0.769,1.000,0.750,0,2
310552,310552.TIF,0.679,0.798,0.857,0.562,3,14,0.512,0.795,1.000,0.344,0,21
310553,310553.TIF,1.000,0.847,1.000,1.000,0,0,0.857,0.823,0.750,1.000,1,0
310554,310554.TIF,0.923,0.852,0.857,1.000,1,0,1.000,0.815,1.000,1.000,0,0
310555,310555.TIF,0.750,0.836,1.000,0.600,0,2,0.750,0.838,1.000,0.600,0,2
310556,310556.TIF,0.600,0.750,1.000,0.429,0,4,0.600,0.822,1.000,0.429,0,4
310557,310557.TIF,1.000,0.876,1.000,1.000,0,0,1.000,0.872,1.000,1.000,0,0
310558,310558.TIF,1.000,0.953,1.000,1.000,0,0,1.000,0.902,1.000,1.000,0,0
310559,310559.TIF,1.000,0.810,1.000,1.000,0,0,1.000,0.836,1.000,1.000,0,0
310561,310561.TIF,1.000,0.863,1.000,1.000,0,0,0.667,0.846,0.500,1.000,3,0
310562,310562.TIF,1.000,0.924,1.000,1.000,0,0,1.000,0.855,1.000,1.000,0,0
